"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13"
"8007","8","4.7","-0.6","2.8","1.6","7.3","7.3","10.1","10.4","14.6","10.3","6.5","0.4"
"8008","9","2.1","1.4","2.8","1.1","3.9","7.6","9.3","11.5","12.5","13.5","5.9","3.7"
"8009","10","0.1","1.3","2.3","1.8","2.9","7.2","10.5","11.9","12.5","10.0","4.5","5.8"
"8010","11","-0.9","-0.1","4.0","4.4","2.7","7.3","10.0","14.9","12.5","9.8","4.2","7.1"
"8011","12","0.7","-1.8","5.1","6.0","3.9","7.6","9.3","16.5","12.2","10.0","6.1","6.1"
"8012","13","4.3","3.2","7.6","5.4","5.1","8.6","9.3","17.4","11.3","8.0","6.8","2.7"
"8013","14","4.9","5.7","4.5","4.8","6.0","8.6","10.7","13.2","10.9","7.1","5.0","6.9"
"8014","15","3.6","5.0","1.3","3.1","2.1","8.7","19.3","13.8","11.4","9.1","2.4","6.0"
"8015","16","6.1","5.3","1.2","1.8","2.5","9.0","17.5","13.0","12.3","10.4","-2.7","5.7"
"8016","17","5.1","4.2","3.8","1.7","3.7","10.8","13.6","13.7","12.6","11.9","-1.9","2.0"
"8017","18","6.6","3.4","3.9","2.7","5.1","11.0","11.5","12.8","12.4","9.3","2.9","-0.7"
"8018","19","3.5","2.2","1.2","2.7","5.0","9.4","10.7","10.5","10.4","8.4","2.3","-2.0"
"8019","20","3.1","4.4","1.8","3.6","5.6","12.5","13.5","10.0","9.7","6.6","4.8","-2.4"
"8020","21","5.5","2.7","2.9","3.8","5.5","10.2","12.1","13.5","11.1","4.5","6.2","-1.9"
"8021","22","2.9","1.5","4.6","3.7","7.6","9.5","10.5","12.9","10.1","6.9","7.4","-1.5"
"8022","23","-1.4","2.3","5.7","4.6","9.1","9.8","10.1","13.1","8.1","8.5","5.5","-0.7"
"8023","24","1.4","3.0","3.5","3.9","9.3","10.2","11.7","11.4","8.0","8.3","5.2","-2.0"
"8024","25","2.1","3.3","2.4","2.4","14.6","10.4","9.9","10.5","7.7","11.6","2.6","-2.8"
"8025","26","0.2","2.2","-0.3","2.8","17.4","9.9","13.6","10.7","8.6","9.4","-1.4","-1.9"
"8026","27","-0.2","0.6","-1.1","1.4","11.6","10.7","16.1","9.4","7.6","8.0","-4.7","-1.3"
"8027","28","0.6","3.1","1.7","1.8","13.8","10.0","16.1","8.8","5.0","6.6","-1.0","0.8"
"8028","29","0.0","-","0.9","1.5","14.8","8.2","17.2","9.2","4.7","5.7","3.0","-0.4"
"8029","30","-1.0","-","3.3","2.5","11.5","8.1","15.0","9.4","4.8","3.2","6.1","0.4"
"8030","31","0.5","-","5.0","-","11.9","-","15.5","11.7","-","1.4","-","-0.6"
"8031","Number of","29","28","31","30","31","30","31","31","30","31","30","31"
"8032","Minimum","-1.4","-1.8","-1.1","0.2","2.1","7.2","8.5","8.8","4.7","1.4","-4.7","-2.8"
"8033","Date","23","12","27","2","15","10","5","28","29","31","27","25"
"8034","Maximum","6.6","5.7","7.6","6.0","17.4","12.5","19.3","17.4","17.4","13.5","7.4","7.1"
"8035","Date","18","14","13","12","26","20","15","13","7","9","22","11"
"8036","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"8037","Mean","2.5","2.5","2.5","2.7","7.3","9.5","12.0","12.0","11.4","8.7","3.2","1.7"
"8038","Normal","0.5","0.7","1.9","4.0","8.0","10.8","12.5","13.0","10.7","7.5","3.9","1.6"
"8039","Deviation","2.0","1.8","0.6","-1.3","-0.7","-1.3","-0.5","-1.0","0.7","1.2","-0.7","0.1"
"8040","%","-","-","-","-","-","-","-","-","-","-","-","-"
"8041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8042","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"8043","1","0.6","2.1","2.5","-0.2","3.6","11.7","11.9","13.3","12.6","9.2","4.0","0.8"
"8044","2","0.8","0.3","2.2","1.3","3.9","10.0","13.1","11.8","13.8","9.6","4.9","2.7"
"8045","3","-1.0","0.9","4.4","3.8","3.8","9.0","10.5","11.4","10.9","9.5","4.0","3.1"
"8046","4","2.5","-2.4","3.8","5.3","3.7","10.7","14.8","12.4","10.8","9.6","4.1","4.7"
"8047","5","3.6","-6.5","3.2","6.1","3.6","11.1","13.7","15.4","10.1","9.1","4.5","6.1"
"8048","6","2.9","-5.8","3.5","5.0","3.6","9.3","11.4","17.5","11.2","10.1","3.5","4.3"
"8049","7","2.4","-0.7","4.3","6.8","3.5","8.8","10.8","20.6","11.9","11.4","5.0","4.6"
"8050","8","3.8","-6.5","4.3","7.5","4.1","10.5","10.3","20.2","9.9","10.4","3.5","6.4"
"8051","9","5.2","-7.1","5.7","5.0","3.9","11.3","10.3","19.2","9.8","9.6","2.6","7.5"
"8052","10","6.6","-6.0","5.7","4.6","4.7","14.4","10.5","19.9","7.8","6.6","1.7","6.9"
"8053","11","5.6","-4.4","3.4","0.5","9.7","10.5","11.3","20.5","7.8","9.7","0.4","6.0"
"8054","12","5.8","-3.6","1.7","2.4","13.2","10.0","11.7","21.0","8.6","8.0","-0.5","0.8"
"8055","13","5.7","0.2","1.0","3.0","7.7","7.6","11.7","19.4","9.1","4.6","0.7","-7.1"
"8056","14","6.9","1.8","0.9","4.7","4.8","7.9","11.0","15.7","10.0","5.5","6.1","-5.5"
"8057","15","7.4","3.7","1.2","4.8","5.0","8.2","10.2","13.5","11.2","8.8","7.4","-1.7"
"8058","16","5.1","-1.2","1.5","7.0","4.8","8.0","9.7","13.8","11.3","10.5","5.1","2.0"
"8059","17","4.1","-5.2","1.0","7.8","5.3","10.9","9.2","13.9","11.0","9.4","2.4","-1.3"
"8060","18","6.1","-4.5","1.3","8.8","5.4","9.8","10.0","15.2","10.2","9.1","0.8","-3.2"
"8061","19","3.7","-4.3","2.4","7.9","9.0","8.3","11.6","17.4","10.8","9.0","-1.3","-2.9"
"8062","20","1.1","0.2","-0.4","6.5","11.5","9.4","11.7","16.5","10.2","7.5","0.7","0.5"
"8063","21","1.8","1.2","0.8","6.5","12.3","11.3","13.8","13.4","10.8","7.3","0.9","1.6"
"8064","22","2.4","1.9","2.9","4.4","7.3","9.1","14.9","16.4","10.5","9.3","2.8","-0.5"
"8065","23","2.4","1.4","2.6","5.2","6.4","8.2","16.7","20.4","10.9","11.0","4.0","1.9"
"8066","24","-1.4","1.1","1.8","5.2","9.8","8.7","12.7","20.9","11.1","12.9","1.6","-0.5"
"8067","25","-0.9","1.3","0.6","6.9","8.5","9.9","10.9","18.5","11.5","12.2","-1.5","-0.7"
"8068","26","-1.7","2.3","0.7","4.9","6.8","11.4","11.3","14.8","11.8","10.3","0.3","4.8"
"8069","27","1.7","1.7","1.1","4.8","5.9","10.0","12.4","14.6","11.7","9.2","1.9","3.7"
"8070","28","5.2","1.5","-0.1","2.0","6.1","10.5","11.4","14.4","10.9","8.3","-0.4","4.7"
"8071","29","3.2","1.9","-0.2","1.0","-","10.7","10.8","16.4","10.8","6.8","-3.7","0.1"
"8072","30","2.7","-","0.0","1.9","8.2","11.5","10.8","16.1","10.2","3.4","-0.5","-3.6"
"8073","31","1.9","-","-1.1","-","12.2","-","12.2","12.4","-","3.0","-","1.6"
"8074","Number of","31","29","31","30","30","30","31","31","30","31","30","31"
"8075","Minimum","-1.7","-7.1","-1.1","-0.2","3.5","7.6","9.2","11.4","7.8","3.0","-3.7","-7.1"
"8076","Date","26","9","31","1","7","13","17","3","10","31","29","13"
"8077","Maximum","7.4","3.7","5.7","8.8","13.2","14.4","16.7","21.0","13.8","12.9","7.4","7.5"
"8078","Date","15","15","9","18","12","10","23","12","2","24","15","9"
"8079","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"8080","Mean","3.1","-1.2","2.0","4.7","6.6","10.0","11.7","16.4","10.6","8.7","2.2","1.5"
"8081","Normal","0.5","0.7","1.9","4.0","8.0","10.8","12.5","13.0","10.7","7.5","3.9","1.6"
"8082","Deviation","2.6","-1.9","0.1","0.7","-1.4","-0.8","-0.8","3.4","-0.1","1.2","-1.7","-0.1"
"8083","%","-","-","-","-","-","-","-","-","-","-","-","-"
"8084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8085","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"8086","1","1.4","2.5","4.6","3.5","6.8","9.0","11.3","20.7","17.9","9.5","3.4","0.1"
"8087","2","0.2","2.2","4.5","2.2","4.3","8.8","12.4","15.8","18.2","8.8","1.1","-2.0"
"8088","3","4.2","4.1","2.9","0.9","3.0","7.0","11.6","14.5","15.9","7.8","2.3","-2.3"
"8089","4","4.3","2.9","3.2","1.2","1.8","7.9","12.0","14.7","17.5","7.8","1.6","2.5"
"8090","5","2.7","1.8","6.2","-0.8","3.5","10.5","11.7","14.3","17.6","8.3","1.6","2.5"
"8091","6","4.1","1.7","4.9","-0.4","5.1","12.1","13.2","14.9","14.4","7.5","1.8","3.0"
"8092","7","4.2","3.7","5.9","0.2","8.5","17.8","11.2","15.1","13.2","9.6","3.7","6.5"
"8093","8","1.1","2.7","4.9","2.6","6.8","20.5","11.2","19.3","12.4","9.2","4.6","6.7"
"8094","9","0.8","-0.1","6.0","5.0","9.0","19.4","11.8","16.3","11.4","10.1","4.7","6.8"
"8095","10","-2.8","4.1","5.8","3.3","9.4","11.5","13.4","12.9","11.0","8.6","3.0","6.4"
"8096","11","-3.5","3.7","5.5","3.0","7.8","11.9","12.8","13.3","11.4","8.5","5.6","6.1"
"8097","12","0.8","2.7","5.9","3.1","9.9","16.8","14.8","12.9","13.6","7.4","7.2","4.1"
"8098","13","5.1","-3.3","0.4","4.5","11.0","17.4","12.4","13.6","11.6","7.5","5.5","2.0"
"8099","14","6.0","-8.4","0.4","1.8","11.4","13.8","17.9","13.0","11.0","6.2","5.2","3.6"
"8100","15","5.9","-8.7","-1.2","3.7","7.3","10.4","16.0","14.0","10.5","3.0","6.3","5.6"
"8101","16","2.8","-3.5","-1.7","5.0","7.5","8.6","18.6","14.7","11.8","4.0","7.2","5.8"
"8102","17","5.8","-0.4","-1.9","2.3","6.4","9.6","21.1","17.3","9.4","6.6","9.0","6.0"
"8103","18","5.6","2.1","-2.0","0.9","4.9","11.0","18.2","17.0","8.8","8.9","8.6","4.0"
"8104","19","4.2","1.9","-4.1","0.8","4.7","13.4","14.8","14.8","8.7","5.0","7.6","1.2"
"8105","20","4.8","3.1","-3.3","2.0","4.5","13.9","14.6","17.2","10.1","3.5","4.3","2.5"
"8106","21","6.3","3.2","-1.0","2.7","4.6","16.1","14.5","22.4","10.3","4.5","6.3","2.6"
"8107","22","5.2","4.2","0.2","1.5","5.9","16.8","13.8","16.8","9.2","2.7","5.7","4.4"
"8108","23","3.5","5.3","-0.3","2.5","5.6","13.8","14.4","14.8","8.4","1.9","3.3","4.7"
"8109","24","2.6","4.4","-0.6","3.1","6.0","10.1","13.6","14.1","12.0","2.6","3.3","4.9"
"8110","25","4.9","4.6","1.7","1.4","6.8","10.0","13.6","14.2","12.2","1.9","1.7","2.2"
"8111","26","6.2","2.7","4.6","2.7","8.6","9.7","13.7","15.2","10.6","2.4","0.2","0.6"
"8112","27","2.1","1.9","4.3","3.8","-","10.2","13.4","14.9","10.5","4.1","3.1","-2.9"
"8113","28","2.7","4.4","3.4","2.7","6.0","18.4","13.6","20.0","9.8","6.8","1.7","-3.8"
"8114","29","6.5","-","3.0","-","6.2","14.8","13.8","21.8","11.8","8.1","-0.1","-3.9"
"8115","30","3.5","-","5.0","-","8.1","12.2","13.6","20.0","11.1","8.6","-3.5","-1.2"
"8116","31","1.6","-","4.6","-","9.3","-","17.6","15.0","-","7.3","-","1.9"
"8117","Number of","31","28","31","28","30","30","31","31","30","31","30","31"
"8118","Minimum","-3.5","-8.7","-4.1","-0.8","1.8","7.0","11.2","12.9","8.4","1.9","-3.5","-3.9"
"8119","Date","11","15","19","5","4","3","7","10","23","23","30","29"
"8120","Maximum","6.5","5.3","6.2","5.0","11.4","20.5","21.1","22.4","18.2","10.1","9.0","6.8"
"8121","Date","29","23","5","9","14","8","17","21","2","9","17","9"
"8122","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"8123","Mean","3.3","1.6","2.3","2.3","6.7","12.8","14.1","16.0","12.1","6.4","3.9","2.6"
"8124","Normal","0.5","0.7","1.9","4.0","8.0","10.8","12.5","13.0","10.7","7.5","3.9","1.6"
"8125","Deviation","2.8","0.9","0.4","-1.7","-1.3","2.0","1.6","3.0","1.4","-1.1","-0.0","1.0"
"8126","%","-","-","-","-","-","-","-","-","-","-","-","-"
"8127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8128","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"8129","1","4.1","-1.1","-1.0","2.3","7.1","6.9","11.9","13.5","12.5","10.3","1.9","8.4"
"8130","2","4.2","-3.4","-1.5","-1.0","4.9","6.6","9.9","12.3","14.5","10.7","0.2","7.9"
"8131","3","4.0","-7.9","-4.2","-0.9","5.1","7.9","10.8","14.7","14.4","10.0","-0.4","4.4"
"8132","4","4.1","-5.4","-4.6","2.0","7.6","7.2","11.0","14.2","13.4","9.3","-1.0","-1.1"
"8133","5","1.1","-1.3","-1.5","3.3","8.0","7.0","11.7","12.9","14.5","6.4","-0.9","-3.1"
"8134","6","-0.2","2.8","-1.5","1.8","7.2","7.6","11.4","12.8","13.1","8.8","1.9","-4.3"
"8135","7","0.7","4.8","-2.7","0.7","7.5","8.2","12.2","12.6","13.7","9.7","1.1","0.4"
"8136","8","1.2","4.1","-1.8","-1.1","7.5","9.5","11.8","12.4","15.4","9.9","1.1","4.1"
"8137","9","1.1","6.2","-2.1","-0.6","7.8","8.2","11.9","11.9","17.8","10.6","1.7","6.6"
"8138","10","5.2","4.4","-1.2","-0.3","8.1","8.4","11.2","12.4","15.7","9.2","4.3","6.9"
"8139","11","5.4","3.9","0.5","-0.8","6.6","8.3","15.5","13.6","14.1","7.6","5.7","4.5"
"8140","12","6.6","2.9","-0.6","-1.1","7.6","8.3","15.0","16.1","14.5","6.8","4.1","3.3"
"8141","13","6.9","2.0","1.7","-0.7","10.3","6.6","19.3","18.4","14.4","8.2","1.9","6.5"
"8142","14","6.9","5.1","2.3","1.7","11.7","8.3","15.6","16.8","16.9","8.0","1.5","6.2"
"8143","15","6.3","4.5","5.1","3.6","12.0","9.6","14.0","14.8","15.0","6.7","2.0","6.2"
"8144","16","5.2","2.7","4.6","4.1","10.0","10.3","11.2","12.8","12.9","6.9","1.3","5.0"
"8145","17","3.7","3.9","4.2","5.6","9.0","9.1","12.3","14.7","10.6","5.1","0.9","7.9"
"8146","18","-1.5","6.9","0.8","5.1","9.2","8.9","17.7","12.3","9.8","4.5","1.2","6.0"
"8147","19","-0.3","5.7","1.1","5.7","6.1","9.1","14.0","12.0","12.0","4.5","0.0","4.1"
"8148","20","-0.6","5.9","2.3","5.2","3.3","10.0","12.9","13.1","15.0","4.6","2.5","2.4"
"8149","21","2.1","6.4","3.7","6.3","4.2","16.2","17.9","13.3","12.6","4.5","6.6","-1.1"
"8150","22","4.8","2.5","5.0","9.0","4.1","16.6","17.4","13.0","10.6","8.8","8.0","-1.0"
"8151","23","3.2","2.9","6.2","11.7","5.3","12.0","14.6","12.8","10.5","9.4","7.7","0.8"
"8152","24","4.0","2.8","3.4","11.4","7.3","14.6","17.1","11.2","9.0","7.0","4.8","1.7"
"8153","25","5.5","6.2","3.3","10.7","5.9","13.3","13.2","10.5","7.2","7.9","5.7","3.9"
"8154","26","6.2","5.2","6.2","9.5","6.5","13.8","12.7","10.7","7.9","8.3","4.5","4.3"
"8155","27","1.1","0.8","5.2","6.8","6.7","15.3","13.0","11.7","7.2","6.4","4.6","1.1"
"8156","28","-1.4","2.2","7.0","8.8","6.9","19.6","14.1","11.8","8.2","5.7","4.8","2.9"
"8157","29","0.2","-","6.8","7.4","7.8","19.2","18.2","12.1","11.7","4.3","4.6","4.4"
"8158","30","-5.5","-","6.2","7.2","7.3","15.2","16.8","12.7","11.3","4.4","7.3","4.8"
"8159","31","-3.5","-","4.4","-","5.9","-","14.7","13.0","-","2.6","-","6.5"
"8160","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"8161","Minimum","-5.5","-7.9","-4.6","-1.1","3.3","6.6","9.9","10.5","7.2","2.6","-1.0","-4.3"
"8162","Date","30","3","4","8","20","2","2","25","25","31","4","6"
"8163","Maximum","6.9","6.9","7.0","11.7","12.0","19.6","19.3","18.4","17.8","10.7","8.0","8.4"
"8164","Date","13","18","28","23","15","28","13","13","9","2","22","1"
"8165","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"8166","Mean","2.6","2.7","1.8","4.1","7.2","10.7","13.9","13.1","12.5","7.3","3.0","3.6"
"8167","Normal","0.5","0.7","1.9","4.0","8.0","10.8","12.5","13.0","10.7","7.5","3.9","1.6"
"8168","Deviation","2.1","2.0","-0.1","0.1","-0.8","-0.1","1.4","0.1","1.8","-0.2","-0.9","2.0"
"8169","%","-","-","-","-","-","-","-","-","-","-","-","-"
"8170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8171","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"8172","1","3.4","6.1","1.2","5.0","4.5","8.3","14.3","15.2","13.8","11.1","11.2","4.6"
"8173","2","3.8","6.1","0.2","3.7","4.6","8.1","12.8","14.2","13.8","10.5","8.6","4.1"
"8174","3","5.3","4.1","-3.9","3.3","5.1","8.3","11.7","15.6","12.5","10.4","8.6","0.5"
"8175","4","4.6","4.1","-2.1","2.7","5.1","8.5","11.3","12.6","12.4","9.6","11.7","-0.8"
"8176","5","2.5","1.6","1.1","6.3","6.4","8.2","11.3","11.4","15.6","7.9","12.1","0.5"
"8177","6","1.3","0.1","0.5","5.8","6.0","9.2","10.4","11.1","18.1","9.1","9.0","-3.7"
"8178","7","0.9","-3.2","2.7","5.2","5.3","12.7","10.6","10.4","17.3","9.3","8.9","-5.1"
"8179","8","0.8","-1.5","5.2","4.6","5.6","9.1","12.0","10.1","11.7","8.7","9.2","-2.6"
"8180","9","0.3","-3.1","0.6","5.4","4.6","13.1","12.4","10.5","14.2","8.2","7.1","-5.4"
"8181","10","0.3","-3.4","-3.3","4.0","4.8","10.3","13.8","11.0","13.4","8.5","7.9","-4.5"
"8182","11","0.5","2.1","-2.3","2.7","5.1","10.6","12.5","11.2","16.6","8.9","9.4","-2.2"
"8183","12","-1.5","5.0","-0.1","3.5","7.4","14.4","12.8","11.3","18.1","8.9","9.5","-4.6"
"8184","13","-5.6","5.2","3.5","2.2","7.2","13.6","13.7","11.3","18.2","8.9","6.0","-3.4"
"8185","14","-5.4","4.5","3.6","4.5","7.4","11.3","16.6","14.7","16.5","9.1","3.8","-3.8"
"8186","15","-4.0","3.3","4.3","6.6","6.8","12.0","12.8","17.6","12.6","7.9","5.2","-0.8"
"8187","16","2.9","1.0","4.1","4.9","5.1","15.3","12.5","15.6","11.9","7.1","4.6","-0.1"
"8188","17","3.8","1.9","3.8","4.6","6.4","10.7","12.8","12.0","12.7","9.1","1.5","0.8"
"8189","18","4.6","-0.4","6.7","4.1","7.5","10.7","14.3","11.7","15.5","7.1","0.9","1.8"
"8190","19","5.6","1.4","4.2","3.8","8.0","10.1","14.9","11.3","16.2","4.9","3.4","2.1"
"8191","20","6.0","1.6","2.0","5.7","11.5","10.1","18.1","10.2","15.7","6.4","6.9","0.8"
"8192","21","3.8","-0.5","1.1","6.9","17.9","9.1","16.0","10.4","15.8","5.6","8.6","3.5"
"8193","22","3.8","0.5","1.0","8.6","9.9","8.2","12.1","10.8","15.6","7.3","5.9","3.9"
"8194","23","3.3","-0.8","1.1","6.9","9.6","9.0","11.2","11.0","13.3","8.6","5.9","5.1"
"8195","24","-0.5","-1.4","1.3","6.8","9.1","9.7","12.6","11.4","13.1","8.1","8.8","6.0"
"8196","25","-6.7","0.8","1.6","5.7","8.5","12.1","10.7","11.2","14.1","7.4","6.4","6.4"
"8197","26","-6.4","2.4","3.0","6.0","8.9","17.9","11.0","15.2","11.9","8.9","6.6","5.5"
"8198","27","-12.1","3.1","5.1","5.6","8.9","18.3","11.9","14.5","12.2","5.9","7.3","3.3"
"8199","28","-4.3","1.6","4.0","5.3","8.5","20.0","11.7","12.3","10.0","7.9","5.2","2.0"
"8200","29","0.1","-","5.3","3.3","7.2","15.4","10.9","13.3","8.8","9.5","4.7","-2.9"
"8201","30","3.5","-","7.8","4.0","7.5","15.9","11.3","13.1","10.0","11.1","4.7","-1.3"
"8202","31","5.7","-","6.3","-","7.8","-","12.1","11.1","-","11.5","-","0.9"
"8203","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"8204","Minimum","-12.1","-3.4","-3.9","2.2","4.5","8.1","10.4","10.1","8.8","4.9","0.9","-5.4"
"8205","Date","27","10","3","13","1","2","6","8","29","19","18","9"
"8206","Maximum","6.0","6.1","7.8","8.6","17.9","20.0","18.1","17.6","18.2","11.5","12.1","6.4"
"8207","Date","20","1","30","22","21","28","20","15","13","31","5","25"
"8208","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"8209","Mean","0.7","1.5","2.2","4.9","7.4","11.7","12.7","12.4","14.1","8.5","7.0","0.3"
"8210","Normal","0.5","0.7","1.9","4.0","8.0","10.8","12.5","13.0","10.7","7.5","3.9","1.6"
"8211","Deviation","0.2","0.8","0.3","0.9","-0.6","0.9","0.2","-0.6","3.4","1.0","3.1","-1.3"
"8212","%","-","-","-","-","-","-","-","-","-","-","-","-"
"8213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8214","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"8215","1","4.0","-0.4","3.0","-1.1","10.1","8.9","12.8","10.9","10.4","16.3","9.5","8.1"
"8216","2","5.2","-3.3","0.0","-2.1","8.1","11.8","12.6","11.1","10.1","13.9","8.5","8.3"
"8217","3","4.7","2.4","-2.4","-0.6","5.6","5.9","9.4","11.3","9.6","12.6","7.0","9.2"
"8218","4","5.0","3.7","-0.1","0.0","6.5","6.1","9.4","11.8","9.0","14.6","9.3","7.2"
"8219","5","3.5","4.5","-2.3","1.1","7.1","6.6","9.2","12.1","9.0","12.8","6.7","9.2"
"8220","6","6.3","5.8","2.0","3.4","9.0","8.8","9.0","11.7","12.5","11.3","4.7","10.2"
"8221","7","5.4","5.5","1.9","4.5","7.6","9.5","8.7","11.0","14.9","14.1","4.4","8.3"
"8222","8","5.9","3.1","-0.8","6.5","8.0","8.0","8.6","11.0","12.5","14.1","7.6","6.1"
"8223","9","4.0","1.9","1.2","5.7","11.2","10.3","8.9","10.7","10.8","11.2","8.3","5.1"
"8224","10","4.9","4.8","1.3","4.6","7.4","13.4","10.4","10.8","10.1","11.8","8.1","3.9"
"8225","11","4.5","4.6","-1.0","4.1","4.1","11.3","14.6","9.8","10.0","10.4","6.8","6.1"
"8226","12","3.6","4.7","2.3","2.6","6.0","9.8","13.1","11.3","8.9","12.1","7.9","7.4"
"8227","13","2.9","2.8","4.4","2.5","7.2","10.6","10.0","12.6","10.5","11.0","7.9","6.3"
"8228","14","3.2","1.9","0.8","2.5","8.3","7.9","10.6","15.5","12.7","11.8","7.2","5.8"
"8229","15","5.8","0.1","1.2","3.7","10.0","8.2","11.4","13.6","13.1","11.9","6.3","4.1"
"8230","16","6.4","2.1","1.0","5.7","15.7","7.9","10.2","12.2","12.8","13.1","4.6","4.1"
"8231","17","3.7","1.6","3.7","4.4","18.5","8.1","10.6","12.2","12.8","13.3","6.1","2.4"
"8232","18","3.5","1.3","4.8","6.2","11.3","9.4","10.8","11.7","13.5","12.1","6.1","0.1"
"8233","19","3.0","2.1","5.9","6.2","13.7","10.1","11.1","11.8","14.3","12.3","4.7","-1.4"
"8234","20","0.1","2.1","3.8","8.9","8.8","9.5","11.3","12.0","15.0","10.8","6.9","-1.4"
"8235","21","-2.0","0.1","2.4","9.7","8.4","9.8","11.3","11.6","15.6","11.2","3.7","4.8"
"8236","22","-2.9","1.9","0.9","6.7","9.6","11.4","12.0","10.8","15.5","9.7","1.5","4.6"
"8237","23","-0.1","2.1","2.3","8.2","9.2","8.9","11.7","11.1","13.2","9.0","7.6","2.6"
"8238","24","4.4","2.6","2.3","6.5","11.2","9.1","12.0","10.6","12.0","9.0","8.0","1.3"
"8239","25","5.7","2.4","0.7","5.7","9.2","9.3","17.0","11.3","11.5","7.7","7.9","1.1"
"8240","26","5.3","4.5","-0.4","3.5","8.3","8.9","17.8","14.1","13.1","4.8","7.1","-1.4"
"8241","27","1.1","5.2","1.3","5.6","10.3","8.5","19.6","17.1","12.6","3.1","7.9","-4.4"
"8242","28","-2.3","4.7","2.6","8.9","11.1","9.4","11.8","14.6","14.4","3.3","4.6","-4.2"
"8243","29","0.4","4.9","5.3","10.8","9.2","9.7","11.1","12.7","12.7","3.7","3.7","-5.8"
"8244","30","-0.7","-","5.0","12.9","7.5","10.5","11.5","11.0","14.2","2.6","8.2","-5.2"
"8245","31","0.0","-","1.4","-","7.9","-","10.9","10.2","-","7.5","-","-0.3"
"8246","Number of","31","29","31","30","31","30","31","31","30","31","30","31"
"8247","Minimum","-2.9","-3.3","-2.4","-2.1","4.1","5.9","8.6","9.8","8.9","2.6","1.5","-5.8"
"8248","Date","22","2","3","2","11","3","8","11","12","30","22","29"
"8249","Maximum","6.4","5.8","5.9","12.9","18.5","13.4","19.6","17.1","15.6","16.3","9.5","10.2"
"8250","Date","16","6","19","30","17","10","27","27","21","1","1","6"
"8251","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"8252","Mean","3.0","2.7","1.8","4.9","9.2","9.3","11.6","11.9","12.2","10.4","6.6","3.3"
"8253","Normal","0.5","0.7","1.9","4.0","8.0","10.8","12.5","13.0","10.7","7.5","3.9","1.6"
"8254","Deviation","2.5","2.0","-0.1","0.9","1.2","-1.5","-0.9","-1.1","1.5","2.9","2.7","1.7"
"8255","%","-","-","-","-","-","-","-","-","-","-","-","-"
"8256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8257","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"8258","1","1.1","-8.0","-10.8","5.3","6.0","8.0","11.9","9.9","13.1","11.4","6.0","5.9"
"8259","2","1.3","-11.1","-8.7","4.8","7.8","7.1","10.9","9.7","11.6","11.8","8.8","6.0"
"8260","3","4.2","-14.8","-7.2","5.6","5.0","6.5","12.1","15.5","12.4","12.2","8.0","5.3"
"8261","4","4.6","-14.4","-2.9","6.9","4.6","7.5","14.4","14.8","11.6","10.9","5.6","5.3"
"8262","5","4.4","-13.3","0.1","5.4","5.0","9.4","11.5","11.3","11.3","10.3","4.8","2.7"
"8263","6","4.8","-9.0","3.1","4.2","6.5","-","12.3","11.3","11.9","10.6","3.8","2.8"
"8264","7","3.3","-5.3","1.4","3.1","7.1","-","11.8","12.5","11.1","13.0","1.1","4.7"
"8265","8","2.0","-0.2","4.2","4.0","5.9","-","13.7","13.5","10.6","12.9","0.6","6.7"
"8266","9","1.3","1.6","4.2","2.5","7.7","-","17.7","15.7","12.9","12.3","2.1","6.3"
"8267","10","1.4","2.1","3.6","3.4","7.6","-","11.3","12.4","13.7","12.4","7.1","7.9"
"8268","11","2.4","1.0","4.4","0.3","7.3","-","12.0","11.1","14.1","-","5.1","6.9"
"8269","12","6.0","5.2","3.8","-0.6","6.7","-","11.9","12.1","14.4","10.5","5.0","6.9"
